,Title,Type,Year,Engine Size,Hand,Date Added,Price
785,הדנוה NC750X ,ישומישוד,2014,750,3,28/10/2019,"28,000₪"
786,יקאסאוואק רחא ,שיבכ/טרופס,2019,"1,000",2,28/10/2019,"118,000₪"
787,יקוזוס DL1000 םורטס-יו ,ישומישוד,2005,"1,000",10+,28/10/2019,"11,999₪"
788,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"155,000₪"
789,ילרה ןוסדיוויד רחא ,םוטסק,2008,"1,800",2,28/10/2019,"125,000₪"
790,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2017,900,1,28/10/2019,None
791,מ.ט.ק EXC 300 ,ישומישוד,2017,300,1,28/10/2019,"49,800₪"
792,הדנוה CRF1000L הקירפא ןיווט ,ישומישוד,2017,"1,000",2,28/10/2019,"72,000₪"
793,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",2,28/10/2019,"85,000₪"
794,ילרה ןוסדיוויד הנייד טירטס בוב 1585 ,םוטסק,2016,"1,500",1,28/10/2019,"135,000₪"
795,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"295,000₪"
796,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"220,000₪"
797,הדנוה VT1300CX ירויפ ,םוטסק,2019,"1,300",1,28/10/2019,None
798,יקאסאוואק Versys 1000 ,שיבכ/טרופס,2016,"1,000",1,28/10/2019,None
799,יאוויק טיילרפוס 125 ,םוטסק,2017,125,1,28/10/2019,"8,500₪"
800,הדנוה CBR500R ,שיבכ/טרופס,2017,500,2,28/10/2019,"31,000₪"
801,יקאסאוואק NINJA 650 ,שיבכ/טרופס,2017,650,2,28/10/2019,"30,000₪"
802,ההאמי MT 07 ,שיבכ/טרופס,2019,700,1,28/10/2019,"48,000₪"
803,הדנוה CBR300R ,שיבכ/טרופס,2015,300,3,28/10/2019,"17,000₪"
804,ההאמי YZ ,סורקוטומ,2019,125,1,28/10/2019,None
805,מ.ט.ק 250 EXC-F ,ישומישוד,2008,250,5,28/10/2019,"15,000₪"
806,וקרש SE-F 300 4T Racing ,ישומישוד,2016,300,1,28/10/2019,"33,000₪"
807,מ.ט.ק SX 350 ,סורקוטומ,2018,350,1,28/10/2019,"31,000₪"
808,יקוזוס דניווירפ XF650 ,ישומישוד,1997,650,5,28/10/2019,"12,000₪"
809,וו.מ.ב F650GS ,ישומישוד,2011,650,1,28/10/2019,"16,500₪"
810,ההאמי רחא ,שיבכ/טרופס,1984,750,2,28/10/2019,None
811,ההאמי MT 09 ,שיבכ/טרופס,2016,900,2,28/10/2019,"36,000₪"
812,יקאסאוואק Z650 ,שיבכ/טרופס,2017,650,2,28/10/2019,"26,000₪"
813,מ.ט.ק ורודנא 690R ,ישומישוד,2014,700,2,28/10/2019,"33,000₪"
814,ההאמי MT 07 ,שיבכ/טרופס,2019,700,1,28/10/2019,"52,000₪"
815,הילירפא RSV4R ,שיבכ/טרופס,2013,"1,100",5,28/10/2019,"61,000₪"
816,ילנב TNT250 ,ישומישוד,2017,250,3,28/10/2019,"10,900₪"
817,מ.ט.ק EXC 125 ,ישומישוד,2016,125,3,28/10/2019,"26,500₪"
818,הילירפא רביש 750 GT ,שיבכ/טרופס,2016,750,1,28/10/2019,"28,000₪"
819,יקאסאוואק KX ,סורקוטומ,2017,450,1,28/10/2019,"23,000₪"
820,הדנוה CRF1000L הקירפא ןיווט ,ישומישוד,2017,"1,000",2,28/10/2019,"72,000₪"
821,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",2,28/10/2019,"85,000₪"
822,ילרה ןוסדיוויד הנייד טירטס בוב 1585 ,םוטסק,2016,"1,500",1,28/10/2019,"135,000₪"
823,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"295,000₪"
824,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"220,000₪"
825,הדנוה VT1300CX ירויפ ,םוטסק,2019,"1,300",1,28/10/2019,None
826,יקאסאוואק Versys 1000 ,שיבכ/טרופס,2016,"1,000",1,28/10/2019,None
827,יאוויק טיילרפוס 125 ,םוטסק,2017,125,1,28/10/2019,"8,500₪"
828,מ.ט.ק קויד 790 ,שיבכ/טרופס,2018,800,1,28/10/2019,"53,999₪"
829,ההאמי MT 09 ,שיבכ/טרופס,2017,900,4,28/10/2019,"45,000₪"
830,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"150,000₪"
831,ילרה ןוסדיוויד לייטפוס סקולד 1585 ,םוטסק,2016,"1,800",1,28/10/2019,"165,000₪"
832,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2017,900,1,28/10/2019,None
833,ילרה ןוסדיוויד לייטפוס סויד 1340 ,םוטסק,2013,800,1,28/10/2019,None
834,יקוזוס DL650 םורטס-יו ,ישומישוד,2011,650,3,28/10/2019,"27,500₪"
835,יקאסאוואק KX65 ,סורקוטומ,2018,70,1,28/10/2019,"12,500₪"
836,מ.ט.ק EXC 250 ,ישומישוד,2017,250,2,28/10/2019,"43,000₪"
837,גנאסוי GV250 הליקא ,םוטסק,2014,250,3,28/10/2019,"13,200₪"
838,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2016,"1,200",1,28/10/2019,"98,000₪"
839,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2011,"1,200",2,28/10/2019,"72,000₪"
840,יקוזוס TU250 ,םוטסק,1997,250,2,28/10/2019,"13,900₪"
841,ההאמי MT 07 ,ישומישוד,2014,700,3,28/10/2019,None
842,הדנוה CBR125W ,שיבכ/טרופס,2011,125,4,28/10/2019,"3,500₪"
843,יקאסאוואק ZX-12R ,שיבכ/טרופס,2000,"1,200",5,28/10/2019,"35,000₪"
844,ההאמי MT-01 ,שיבכ/טרופס,2017,125,4,28/10/2019,"16,000₪"
845,מ.ט.ק ורודנא 690R ,ישומישוד,2013,700,3,28/10/2019,"28,000₪"
846,הדנוה CBR500R ,שיבכ/טרופס,2017,500,1,28/10/2019,"31,000₪"
847,וו.מ.ב F650GS ,ישומישוד,2002,650,7,28/10/2019,None
848,ההאמי YZF-R125 ,שיבכ/טרופס,2018,125,1,28/10/2019,"20,000₪"
849,ההאמי YZF-R3 ,שיבכ/טרופס,2019,300,1,28/10/2019,"32,000₪"
850,ו'גיפ GMAX 250 ,שיבכ/טרופס,2015,250,3,28/10/2019,"7,800₪"
851,יקוזוס SV650S ,שיבכ/טרופס,2008,650,4,27/10/2019,"12,000₪"
852,הדנוה CBR500R ,שיבכ/טרופס,2018,500,1,27/10/2019,"38,000₪"
853,ההאמי YZ ,סורקוטומ,2017,450,2,27/10/2019,"26,000₪"
854,הנרווקסוה TE125 ,ישומישוד,2015,125,5,27/10/2019,"28,000₪"
855,מ.ט.ק קויד-רפוס 1290R ,שיבכ/טרופס,2016,"1,300",3,27/10/2019,"80,000₪"
856,יקאסאוואק NINJA 650 ,שיבכ/טרופס,2018,650,2,27/10/2019,"37,000₪"
857,יקאסאוואק KLE500 ,ישומישוד,1999,500,6,27/10/2019,"9,000₪"
858,ההאמי וגאריו 500 ,םוטסק,1999,500,7,27/10/2019,None
859,יקאסאוואק KX ,סורקוטומ,2019,450,1,27/10/2019,"33,000₪"
860,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"155,000₪"
861,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"210,000₪"
862,ילרה ןוסדיוויד רחא ,םוטסק,2017,700,1,28/10/2019,None
863,הדנוה MSX125 ,שיבכ/טרופס,2018,125,1,28/10/2019,"14,500₪"
864,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,0,28/10/2019,"9,900₪"
865,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",1,28/10/2019,"85,000₪"
866,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2015,880,2,28/10/2019,"67,000₪"
867,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"185,000₪"
868,ההאמי XT660Z הרנט ,ישומישוד,2008,650,3,28/10/2019,"15,000₪"
869,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,200",3,28/10/2019,"105,000₪"
870,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"175,000₪"
871,הדנוה GL1800 גניוו-דלוג ,םוטסק,1982,"1,100",1,28/10/2019,None
872,יקאסאוואק Z125 ,שיבכ/טרופס,2019,125,0,28/10/2019,"19,985₪"
873,מ.ט.ק RC200 ,שיבכ/טרופס,2017,400,1,28/10/2019,"15,000₪"
874,מ.ט.ק EXC-F 350 ,ישומישוד,2018,350,2,28/10/2019,"51,000₪"
875,יקאסאוואק NINJA 650 ,שיבכ/טרופס,2019,650,1,28/10/2019,None
876,הדנוה CBR500R ,שיבכ/טרופס,2013,500,7,28/10/2019,"17,500₪"
877,ילרה ןוסדיוויד רטסטרופס 883C ,םוטסק,2004,880,4,28/10/2019,"48,000₪"
878,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,1,28/10/2019,"10,900₪"
879,ינימ קייב יללכ ,סורקוטומ,2016,300,2,28/10/2019,"16,500₪"
880,יקאסאוואק KX ,סורקוטומ,2019,450,1,27/10/2019,"33,000₪"
881,מ.ט.ק RC390 ,שיבכ/טרופס,2016,400,3,27/10/2019,"20,000₪"
882,םילאיד Roadwin 125 ,שיבכ/טרופס,2018,125,1,27/10/2019,"12,000₪"
883,ההאמי YZ ,סורקוטומ,2017,125,2,27/10/2019,"22,000₪"
884,וו.מ.ב F-750GS ,ישומישוד,2019,850,1,27/10/2019,"69,999₪"
885,יקאסאוואק KX ,סורקוטומ,2017,100,2,27/10/2019,"14,000₪"
886,מ.ט.ק קויד 125 ,שיבכ/טרופס,2019,125,1,27/10/2019,"20,000₪"
887,וו.מ.ב F650GS ,ישומישוד,2001,650,10+,27/10/2019,None
888,מ.ט.ק Freeride 350 ,ישומישוד,2013,350,5,27/10/2019,"25,500₪"
889,ינימ קייב יללכ ,סורקוטומ,2016,150,1,27/10/2019,"11,000₪"
890,יקאסאוואק רחא ,שיבכ/טרופס,2016,"1,000",1,27/10/2019,"130,000₪"
891,יקוזוס DL650 םורטס-יו ,ישומישוד,2016,650,3,27/10/2019,"44,000₪"
892,הדנוה CBR500R ,שיבכ/טרופס,2015,500,2,27/10/2019,"27,000₪"
893,ההאמי WR400/426/450F ,סורקוטומ,2007,450,1,27/10/2019,None
894,סאג-סאג EC125 ,סורקוטומ,2014,125,3,27/10/2019,"15,000₪"
895,SWM GRAN MILANO 440 ,שיבכ/טרופס,2017,450,2,27/10/2019,"22,000₪"
896,מ.ט.ק קויד 390 ,שיבכ/טרופס,2016,400,6,27/10/2019,"14,000₪"
897,מ.ט.ק EXC 250 ,ישומישוד,2014,250,2,27/10/2019,"30,000₪"
898,יקאסאוואק Z1000SX ,שיבכ/טרופס,2011,"1,000",4,27/10/2019,"41,000₪"
899,"וו.מ.ב R1200GS ר""צנוודא ",ישומישוד,2008,"1,200",3,27/10/2019,"34,000₪"
900,יקאסאוואק Z125 ,שיבכ/טרופס,2019,125,0,28/10/2019,"19,985₪"
901,מ.ט.ק RC200 ,שיבכ/טרופס,2017,400,1,28/10/2019,"15,000₪"
902,מ.ט.ק EXC-F 350 ,ישומישוד,2018,350,2,28/10/2019,"51,000₪"
903,יקאסאוואק NINJA 650 ,שיבכ/טרופס,2019,650,1,28/10/2019,None
904,הדנוה CBR500R ,שיבכ/טרופס,2013,500,7,28/10/2019,"17,500₪"
905,ילרה ןוסדיוויד רטסטרופס 883C ,םוטסק,2004,880,4,28/10/2019,"48,000₪"
906,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,1,28/10/2019,"10,900₪"
907,ינימ קייב יללכ ,סורקוטומ,2016,300,2,28/10/2019,"16,500₪"
908,יקוזוס SFV650 סוידלג ,שיבכ/טרופס,2010,650,1,28/10/2019,None
909,מ.ט.ק קויד 690 ,ישומישוד,2018,700,1,28/10/2019,None
910,הדנוה VFR1200F ,שיבכ/טרופס,2011,"1,200",2,28/10/2019,"44,000₪"
911,ילרה ןוסדיוויד רחא ,םוטסק,2017,"1,200",1,28/10/2019,None
912,יטאקוד לבאיד ,םוטסק,2015,"1,200",1,28/10/2019,"88,000₪"
913,ילרה ןוסדיוויד גניק-דאור 1585 ,םוטסק,2018,"1,800",1,28/10/2019,"195,000₪"
914,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2016,"1,200",1,28/10/2019,"95,000₪"
915,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"165,000₪"
916,ילרה ןוסדיוויד רחא ,םוטסק,2013,"1,800",2,28/10/2019,"165,000₪"
917,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"190,000₪"
918,ילרה ןוסדיוויד לייטפוס טרדנטס 1450 ,םוטסק,2017,"1,800",1,28/10/2019,None
919,הילירפא רביש 900 ,שיבכ/טרופס,2018,900,2,28/10/2019,"44,000₪"
920,ילנב TNT250 ,שיבכ/טרופס,2018,250,2,27/10/2019,"14,500₪"
921,יקאסאוואק ה'גנינ 125 ,שיבכ/טרופס,2019,125,2,27/10/2019,"16,000₪"
922,מ.ט.ק קויד 390 ,ישומישוד,2016,400,1,27/10/2019,"15,999₪"
923,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,0,27/10/2019,"8,000₪"
924,ההאמי WR400/426/450F ,ישומישוד,2017,450,2,27/10/2019,"39,000₪"
925,אטב RR350 ,סורקוטומ,2017,350,1,27/10/2019,"37,000₪"
926,ילנב LEONCINO500 ,םוטסק,2019,500,1,27/10/2019,"34,900₪"
927,ינימ קייב יללכ ,סורקוטומ,2019,125,1,27/10/2019,"7,000₪"
928,ההאמי WR125R ,ישומישוד,2009,125,3,27/10/2019,"6,900₪"
929,הילירפא RX125 ,ישומישוד,2011,125,10+,27/10/2019,"10,000₪"
930,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,1,27/10/2019,"8,000₪"
931,הדנוה CBR125R ,שיבכ/טרופס,2016,125,3,27/10/2019,"11,000₪"
932,סאג-סאג EC250F ,סורקוטומ,2012,250,4,27/10/2019,None
933,מ.ט.ק 250 EXC-F ,ישומישוד,2012,250,5,27/10/2019,"22,500₪"
934,יקאסאוואק VN900 קיסאלק ,םוטסק,2006,900,6,27/10/2019,"25,500₪"
935,הדנוה ורדאראו 1000 ,ישומישוד,2012,"1,000",5,27/10/2019,"28,002₪"
936,ההאמי YZ ,סורקוטומ,2017,125,1,27/10/2019,"22,000₪"
937,וו.מ.ב R1200GS ,ישומישוד,2010,"1,200",2,27/10/2019,"49,000₪"
938,יקאסאוואק KX ,סורקוטומ,2016,250,2,27/10/2019,"18,500₪"
939,יקוזוס DL650 םורטס-יו ,ישומישוד,2009,650,3,27/10/2019,"20,000₪"
940,ילרה ןוסדיוויד לייטפוס טרדנטס 1450 ,םוטסק,2017,"1,800",1,28/10/2019,None
941,הילירפא רביש 900 ,שיבכ/טרופס,2018,900,2,28/10/2019,"44,000₪"
942,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2014,"1,200",1,28/10/2019,"79,000₪"
943,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2016,"1,200",1,28/10/2019,"99,000₪"
944,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"160,000₪"
945,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2016,"1,200",2,28/10/2019,"95,000₪"
946,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",1,28/10/2019,"72,000₪"
947,ילרה ןוסדיוויד הנייד טאפ בוב 1585 ,םוטסק,2016,"1,800",1,28/10/2019,None
948,ילרה ןוסדיוויד רחא ,םוטסק,2011,"1,500",2,28/10/2019,"150,000₪"
949,ילרה ןוסדיוויד רחא ,םוטסק,2017,"1,800",1,28/10/2019,None
950,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2016,880,1,28/10/2019,"89,000₪"
951,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"155,000₪"
952,ילנב TNT300 ,שיבכ/טרופס,2018,300,1,28/10/2019,"29,900₪"
953,ילרה ןוסדיוויד גניק-דאור 1585 ,םוטסק,2017,"1,800",1,28/10/2019,None
954,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"286,000₪"
955,ילרה ןוסדיוויד רחא ,םוטסק,2014,"1,800",1,28/10/2019,"195,000₪"
956,ילרה ןוסדיוויד הנייד רדייר-וול 1585 ,םוטסק,2017,"1,800",1,28/10/2019,None
957,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,1996,"1,200",3,28/10/2019,"55,000₪"
958,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"155,000₪"
959,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2017,"1,200",2,28/10/2019,"99,000₪"
960,מ.ט.ק קויד 390 ,ישומישוד,2017,400,3,27/10/2019,"19,000₪"
961,מ.ט.ק קויד 390 ,שיבכ/טרופס,2019,400,1,27/10/2019,"27,000₪"
962,יקוזוס GSX-R1000 ,שיבכ/טרופס,2014,"1,000",2,27/10/2019,"81,000₪"
963,מ.ט.ק EXC 250 ,ישומישוד,2014,250,3,27/10/2019,"26,500₪"
964,ההאמי WR250F ,ישומישוד,2011,250,5,27/10/2019,"22,000₪"
965,הדנוה CB500X ,ישומישוד,2016,500,2,27/10/2019,"30,000₪"
966,מ.ט.ק קויד-רפוס 1290 ,שיבכ/טרופס,2016,"1,300",2,27/10/2019,None
967,גנאסוי GV250 הליקא ,םוטסק,2015,250,2,27/10/2019,None
968,הדנוה CB500F ,שיבכ/טרופס,2016,500,4,27/10/2019,"25,500₪"
969,יקאסאוואק Z900 ,שיבכ/טרופס,2017,900,2,27/10/2019,"45,000₪"
970,הדנוה CBR250R ,םוטסק,2013,250,3,27/10/2019,"13,500₪"
971,ההאמי WR250F ,סורקוטומ,2014,250,3,27/10/2019,None
972,יקוזוס םורטס-יו 250 ,ישומישוד,2019,250,1,27/10/2019,"26,000₪"
973,מ.ט.ק ורודנא 690R ,ישומישוד,2012,700,3,27/10/2019,"25,000₪"
974,יקוזוס GSF1200 טידנב ,שיבכ/טרופס,2001,"1,200",10+,27/10/2019,"15,000₪"
975,ההאמי YZF-R125 ,שיבכ/טרופס,2019,125,2,27/10/2019,"23,000₪"
976,ההאמי FZ1 רזייפ ,שיבכ/טרופס,2010,"1,000",5,27/10/2019,"35,000₪"
977,יקאסאוואק Z900 ,שיבכ/טרופס,2019,900,1,27/10/2019,"57,000₪"
978,הנרווקסוה TE250 ,ישומישוד,2011,250,5,27/10/2019,"10,500₪"
979,הדנוה ורדאראו 1000 ,ישומישוד,2005,"1,000",6,27/10/2019,"18,500₪"
980,וקרש SE-F300i Factory ,ישומישוד,2018,300,1,28/10/2019,"60,000₪"
981,ילנב TNT125 ,שיבכ/טרופס,2018,125,2,28/10/2019,"10,900₪"
982,ילרה ןוסדיוויד הרטקלא דיילג 1340 ,םוטסק,2016,"1,500",1,28/10/2019,None
983,ילרה ןוסדיוויד רטסטרופס 883C ,םוטסק,2015,880,2,28/10/2019,None
984,ילרה ןוסדיוויד הנייד רדייר-וול 1585 ,םוטסק,2017,"1,800",1,28/10/2019,None
985,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2016,900,1,28/10/2019,None
986,יאוויק טיילרפוס 125 ,םוטסק,2019,125,1,28/10/2019,"12,900₪"
987,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"320,000₪"
988,ילרה ןוסדיוויד רחא ,םוטסק,2010,"1,800",1,28/10/2019,"195,000₪"
989,ילרה ןוסדיוויד רחא ,םוטסק,2017,"1,800",1,28/10/2019,None
990,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2011,"1,200",2,28/10/2019,"73,000₪"
991,ילרה ןוסדיוויד רחא ,םוטסק,2015,"1,800",1,28/10/2019,"145,000₪"
992,ילרה ןוסדיוויד רחא ,םוטסק,2007,"1,800",2,28/10/2019,"210,000₪"
993,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",2,28/10/2019,"75,000₪"
994,ילרה ןוסדיוויד הנייד רדייר-וול 1585 ,םוטסק,2015,"1,800",1,28/10/2019,"125,000₪"
995,ילנב TNT250 ,שיבכ/טרופס,2016,250,1,28/10/2019,"12,000₪"
996,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",2,28/10/2019,"85,000₪"
997,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,1995,"1,200",1,28/10/2019,"49,000₪"
998,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"165,000₪"
999,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,200",1,28/10/2019,None
1000,ההאמי XT1200Z רפוס הרנט ,ישומישוד,2010,"1,200",3,27/10/2019,"35,000₪"
1001,ילרה ןוסדיוויד רחא ,םוטסק,1980,"1,200",1,27/10/2019,"49,000₪"
1002,יקאסאוואק ER-6F ,שיבכ/טרופס,2016,650,2,27/10/2019,"25,000₪"
1003,יאוויק טיילרפוס 125 ,םוטסק,2018,125,1,27/10/2019,"8,000₪"
1004,יקאסאוואק ER-5 ,שיבכ/טרופס,2005,500,9,27/10/2019,"10,000₪"
1005,ההאמי MT 09 ,שיבכ/טרופס,2018,900,1,27/10/2019,"62,000₪"
1006,הדנוה VT750C ודאש ,םוטסק,2010,750,1,27/10/2019,"43,000₪"
1007,יקאסאוואק KLX250R ,ישומישוד,1995,250,6,27/10/2019,"7,000₪"
1008,הדנוה CBR300R ,שיבכ/טרופס,2015,300,3,27/10/2019,"13,500₪"
1009,ההאמי MT 09 ,שיבכ/טרופס,2017,900,3,27/10/2019,None
1010,יקוזוס DL650 םורטס-יו ,ישומישוד,2010,650,2,27/10/2019,"19,000₪"
1011,-וריז םיעונפוא םיילמשח DS ,ישומישוד,2016,750,1,27/10/2019,"41,000₪"
1012,יקאסאוואק Versys 650 ,שיבכ/טרופס,2009,650,3,27/10/2019,"13,000₪"
1013,מ.ט.ק קויד 390 ,שיבכ/טרופס,2018,400,3,27/10/2019,"27,500₪"
1014,יקאסאוואק KLE500 ,ישומישוד,2005,500,8,27/10/2019,"14,500₪"
1015,יטאקוד דראטומרפיה 821 ,שיבכ/טרופס,2013,850,3,27/10/2019,"43,000₪"
1016,HM CRE F125 BajaRR ,ישומישוד,2013,125,3,27/10/2019,"13,000₪"
1017,ןאידניא Scout Bobber ,םוטסק,2018,"1,200",1,27/10/2019,None
1018,מ.ט.ק EXC 250 ,ישומישוד,2017,250,2,27/10/2019,"40,000₪"
1019,מ.ט.ק קויד 390 ,ישומישוד,2016,400,2,27/10/2019,"16,400₪"
1020,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2010,"1,200",2,28/10/2019,"65,000₪"
1021,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"175,000₪"
1022,ילרה ןוסדיוויד הרטקלא דיילג 1340 ,םוטסק,1996,"1,350",2,28/10/2019,"98,000₪"
1023,יאוויק RKS 125 ,שיבכ/טרופס,2019,125,0,28/10/2019,"10,900₪"
1024,ילרה ןוסדיוויד רטסטרופס 883 ,םוטסק,2015,880,2,28/10/2019,"69,000₪"
1025,ילרה ןוסדיוויד רחא ,םוטסק,2017,"1,800",1,28/10/2019,None
1026,ילרה ןוסדיוויד XR1200R ,םוטסק,2017,880,1,28/10/2019,None
1027,ילנב TNT125 ,שיבכ/טרופס,2019,125,1,28/10/2019,"13,900₪"
1028,יטאקוד הדרטסיטלומ 1200 ,ישומישוד,2016,"1,200",2,28/10/2019,None
1029,ילרה ןוסדיוויד הנייד רדייר-וול 1585 ,םוטסק,2015,"1,800",1,28/10/2019,"120,000₪"
1030,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"295,000₪"
1031,ילרה ןוסדיוויד גניק-דאור 1585 ,םוטסק,2010,"1,500",2,28/10/2019,"195,000₪"
1032,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2016,"1,200",2,28/10/2019,"93,000₪"
1033,ילרה ןוסדיוויד רטסטרופס 1200C ,םוטסק,2015,"1,200",1,28/10/2019,"85,000₪"
1034,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"160,000₪"
1035,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,None
1036,יקאסאוואק KLE500 ,ישומישוד,2007,500,3,28/10/2019,"12,500₪"
1037,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"165,000₪"
1038,ילרה ןוסדיוויד רחא ,םוטסק,2016,"1,800",1,28/10/2019,"220,000₪"
1039,ילרה ןוסדיוויד V-Rod 1130 ,שיבכ/טרופס,2016,"1,250",1,28/10/2019,None
